NO.,DATA SOURCE,DATABASE TABLE NAME/ FOLDER NAME / FILE NAME ,TABLE NAME,TABLE DESCRIPTION/SUB FOLDER NAME ,FIELD NAME/DATA ATTRIBUTE(S),FIELD DESCRIPTION,ATTACHMENT /REFERENCE (IF ANY) ,MASTER DATA TYPE,SCREEN NAME,PRIMARY KEY ,FOREIGN KEY , IDENTIFIER ,MANDATORY,DATA TYPE,DATA LENGTH,DATA DOMAIN ,DATA GROUP ,DATA ENTITY,DATA ELEMENT,CRITICAL DATA ELEMENT (CDE),DATA CLASSIFICATION,RETENTION PERIOD,PERSONAL DATA,DATA OWNER,EXECUTIVE DATA STEWARD,BUSINESS DATA STEWARD ,DATA ANALYST, COMMENT/NOTE,LAST UPDATED DATE,LAST UPDATED BY
68,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",FMLY_KEY,Family Key,N/A,Transactional Data ,Family Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
69,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",LAST_UPDT_DT,Last Updated Date,N/A,Transactional Data ,Last Updated Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
70,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",LAST_UPBY_SEUS_KEY,Last Updated Security User Key,N/A,Transactional Data ,Last Updated Security User Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
71,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",LOCK_SEQ_NBR,Locked Sequence Number,N/A,Transactional Data ,Locked Sequence Number,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
72,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",CONTENT_GUID,Content Guide,N/A,Transactional Data ,Content Guide,N,N,No,No,binary,16,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
73,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_ACKNWLDT_VLD_TLL_D,Acknowledgement Valid Till,N/A,Transactional Data ,Acknowledgement Valid Till,N,N,No,Yes,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
74,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_LST_CHR_RDNG_VLE_C,Last Char Reading Value,N/A,Transactional Data ,Last Char Reading Value,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
75,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_LST_NMRC_RDG_VLE_N,Last Numeric Reading Value,N/A,Transactional Data ,Last Numeric Reading Value,N,N,No,Yes,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
76,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_ONE_TME_ACKNWLDT_L,One Time Acknowledgement,N/A,Transactional Data ,One Time Acknowledgement,N,N,No,Yes,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
77,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_SITE_KEY,Site Key,N/A,Transactional Data ,Site Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
78,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_AHI_CATE_CHR,AHI Category,N/A,Transactional Data ,AHI Category,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
79,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HIND_HMAP_KEY,Health Indicator Mapping Key,N/A,Transactional Data ,Health Indicator Mapping Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
80,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",CRT_DT,Creation Date,N/A,Transactional Data ,Creation Date,N,N,No,Yes,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
81,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",CRTBY_SEUS_KEY,Created By Security User Key,N/A,Transactional Data ,Created By Security User Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
82,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_SOURCE_KEY,Health Indicator Source Key,N/A,Transactional Data ,Health Indicator Source Key,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
83,MI_V4030005 - AHM,dbo.MI_HLTH_IND,Health Indicator,"Health Indicator refers to a quantitative or qualitative metric used to assess the overall health or condition of an asset. It provides a consolidated representation of the asset's performance, reliability, and potential risks based on various measurements, data analysis, and algorithms.",MI_HLTH_IND_ASSET_KEY,Health Indicator Asset Key,N/A,Transactional Data ,Health Indicator Asset Key,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
84,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,ENTY_KEY,Entity Key,N/A,Transactional Data ,Entity Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
85,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_AST_SRC_REL_ID_C,Asset To Source Relationship Family ID,N/A,Transactional Data ,Asset To Source Relationship Family ID,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
86,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_DESC_C,Description,N/A,Transactional Data ,Description,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,Basic Data,Description,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
87,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_FAM_ID_C,Family ID,N/A,Transactional Data ,Family ID,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
88,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_L_LVL_1_ALRT_FLD_C,Lower Level 1 Alert Field,N/A,Transactional Data ,Lower Level 1 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
89,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_L_LVL_2_ALRT_FLD_C,Lower Level 2 Alert Field,N/A,Transactional Data ,Lower Level 2 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
90,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_L_LVL_3_ALRT_FLD_C,Lower Level 3 Alert Field,N/A,Transactional Data ,Lower Level 3 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
91,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_LOV_FLD_C,List of Values Field,N/A,Transactional Data ,List of Values Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
92,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_MAPPI_TYPE_C,Mapping Type,N/A,Transactional Data ,Mapping Type,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
93,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_READ_DT_FLD_C,Reading Date Field,N/A,Transactional Data ,Reading Date Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
94,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_READ_FAM_ID_C,Reading Family ID,N/A,Transactional Data ,Reading Family ID,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
95,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_READ_REL_FAM_ID_C,Reading Relationship Family ID,N/A,Transactional Data ,Reading Relationship Family ID,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
96,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_READ_VAL_FLD_C,Reading Value Field,N/A,Transactional Data ,Reading Value Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
97,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_SOURC_NM_FLD_C,Source Name Field,N/A,Transactional Data ,Source Name Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
98,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_TARGET_FLD_C,Target Field,N/A,Transactional Data ,Target Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
99,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_U_LVL_1_ALRT_FLD_C,Upper Level 1 Alert Field,N/A,Transactional Data ,Upper Level 1 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
100,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_U_LVL_2_ALRT_FLD_C,Upper Level 2 Alert Field,N/A,Transactional Data ,Upper Level 2 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
101,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_U_LVL_3_ALRT_FLD_C,Upper Level 3 Alert Field,N/A,Transactional Data ,Upper Level 3 Alert Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
102,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,FMLY_KEY,Family Key,N/A,Transactional Data ,Family Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
103,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,LAST_UPDT_DT,Last Updated Date,N/A,Transactional Data ,Last Updated Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
104,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,LAST_UPBY_SEUS_KEY,Last Updated Security User Key,N/A,Transactional Data ,Last Updated Security User Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
105,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,LOCK_SEQ_NBR,Locked Sequence Number,N/A,Transactional Data ,Locked Sequence Number,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
106,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,CONTENT_GUID,Content Guide,N/A,Transactional Data ,Content Guide,N,N,No,No,binary,16,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
107,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_READING_UOM_FILD_C,Reading UOM Field,N/A,Transactional Data ,Reading UOM Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
108,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_SITE_KEY,Site Key,N/A,Transactional Data ,Site Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
109,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_TYPE_VALU_C,Type Value,N/A,Transactional Data ,Type Value,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
110,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_TYPE_FIEL_C,Type Field,N/A,Transactional Data ,Type Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
111,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator Mapping,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,MI_HT_IN_MP_INCL_FLD_C,Include as Health Indicator Source Field,N/A,Transactional Data ,Include as Health Indicator Source Field,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
