DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT,LAST_UPBY_SEUS_KEY,LOCK_SEQ_NBR,ENTY_SEC_DFLT_PRIV_CD,ENTY_SYS_FLG,CONTENT_GUID,ENTY_ROWVERSION,CRT_DT,CRTBY_SEUS_KEY,MI_SITE_KEY,ENRL_KEY,PRED_ENTY_KEY,SUCC_ENTY_KEY,RLDF_KEY,FMLY_TYPE_CD,FMLY_ID,FMLY_DB_VIEW_NM,FMLY_PHYS_TBL_NM,CUST_PROJ_KEY,CUST_CDIT_KEY,FMLY_CUST_CLS_NM,FMLY_DESC_TX,FMLY_CAPTION_TX,FMLY_ID_TEMPL_TX,FMLY_PHYS_LOC_TX,FMLY_PHYS_LOC_PARMS_TX,FMLY_ICON_BIN,PAR_FMLY_KEY,FMLY_SYS_FLG,FMLY_STAT_IND,EXPL_CTIT_KEY,FMLY_STATES_ENABLED_FLG,FMLY_REDIRECT_URL_TX,FMLY_REDIRECT_FLG,QERY_CTIT_KEY,FMLY_ADTBLE_FLG,FMLY_RULE_LOCK_FLG,SITE_PRED_REL_FMLY_KEY,FMLY_TEXT_SEARCH_BOOST_NBR,FMLY_TEXT_SEARCH_EXCLD_FLG,FMLY_EXE_MODE_IND,FMLY_SITE_FILTERED_FLG,FMSM_KEY,SMSM_KEY,FMSM_HIDDEN_FLG,FMSM_STAT_IND,SMST_KEY,SMST_ID,SMST_CAPTION_TX,SMST_ROLE_DESC_TX,SMST_RESERVED_FLG,SMST_INITIAL_STATE_FLG,SMST_ICON_BIN,SMST_STAT_IND,SMST_REQ_USER_FLG,SMSA_KEY,SEUS_KEY
Actual Finish,0.1429,0.0,0.0833,0.5179,0.2545,0.0,0.0,0.0,0.0,0.0,0.1429,0.2727,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latest Allowed Finish Date,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.0263,0.0752,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Work Duration,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Number ,0.1429,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operation duration,0.1429,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Group,0.0643,0.0,0.1429,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0333,0.0369,0.1429,0.1429,0.0,0.1429,0.0,0.0,0.1429,0.1429,0.5333,0.1429,0.0,0.0,0.1429,0.0,0.1429,0.1429,0.1429,0.0,0.4286,0.0,0.0,0.0,0.0,0.1429,0.0714,0.1429,0.1429,0.0,0.0333,0.0,0.1429,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Group Counter,0.1429,0.0,0.0,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0333,0.0,0.0,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task List Description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strategy,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0666,0.1429,0.0333,0.0,0.0,0.0667,0.0333,0.125,0.1763,0.0385,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.1429,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0914,0.0,0.0714,0.0,0.0,0.0333,0.0206,0.0333,0.0455,0.0,0.0333,0.0333,0.0372,0.0667,0.0444,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0333,0.0
Usage,0.0753,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0333,0.0,0.0752,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0333,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.1429,0.0
Operation Number,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plant,0.1429,0.0,0.0753,0.4286,0.0,0.0,0.0346,0.0,0.0,0.0346,0.0267,0.0333,0.0388,0.0563,0.0,0.1429,0.0351,0.0,0.0333,0.0,0.0,0.0333,0.0,0.0,0.0333,0.0,0.0667,0.0909,0.0,0.0752,0.0752,0.0333,0.0,0.0,0.0387,0.0,0.0333,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0666,0.0753,0.0269,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0341,0.0
Control Key,0.0,0.0,0.0,0.4286,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.4286,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286
Operation Description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Number,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duration,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Activity Type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Master Inspection Characteristic,0.4286,0.0,0.0,0.0,0.0,0.0286,0.0667,0.0,0.0,0.3125,0.0667,0.0,0.0372,0.1429,0.0267,0.0,0.0714,0.0372,0.0,0.0,0.1429,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0333,0.0,0.0714,0.0,0.0,0.0333,0.0686,0.0394,0.0,0.0,0.1429,0.0333,0.0246,0.0252,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741
Short text inspection characteristic,0.0,0.0,0.0,0.0,0.0,0.0333,0.0372,0.0,0.0,0.0333,0.0,0.0,0.0372,0.0304,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0376,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.1429,0.0,0.0333,0.0,0.0753,0.0,0.0,0.0404,0.1231,0.0667,0.0752,0.0,0.1429,0.0837,0.0243,0.0666,0.0223,0.0372,0.1429,0.0372,0.0,0.0333,0.0372,0.132,0.0333,0.0753,0.1429
Material BOM,0.1429,0.0333,0.0336,0.1429,0.0333,0.0375,0.1429,0.0667,0.1429,0.2587,0.0478,0.0476,0.0372,0.0444,0.0381,0.1875,0.0,0.0,0.0,0.0667,0.1429,0.1429,0.1429,0.0666,0.0237,0.0,0.0,0.1333,0.0,0.0,0.0333,0.0333,0.0,0.0,0.0667,0.0,0.0333,0.0,0.0753,0.0,0.0,0.0666,0.0333,0.0286,0.0,0.0,0.0714,0.0372,0.0372,0.0243,0.0333,0.0,0.0,0.0,0.0,0.0273,0.0,0.0223,0.0,0.0277,0.0357
Industry Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0
Description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Component Number,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Object Description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantity,0.1429,0.0,0.1745,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0666,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0
Unit of Measure,0.4167,0.0,0.1429,0.1345,0.0,0.0,0.0,0.0,0.0909,0.0667,0.1786,0.0,0.0,0.0526,0.0444,0.0444,0.0333,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0333,0.0444,0.0333,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Item Category,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTBF,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0333,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTBR,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Production Loss,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0714,0.0,0.024,0.0368,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0333,0.0333,0.0,0.0333,0.0,0.0,0.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0
Production Loss,0.1429,0.0,0.1429,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0333,0.0,0.0753,0.0541,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Availability,0.1429,0.0,0.0333,0.1429,0.0,0.0,0.0,0.0,0.1429,0.0667,0.0444,0.0,0.0,0.0444,0.0,0.1429,0.0484,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0,0.0333,0.1429,0.0,0.0757,0.0,0.0,0.0,0.0,0.0333,0.1429,0.0333,0.0333,0.0333,0.0714,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0666,0.0666,0.0333
Production Efficiency,0.4286,0.0714,0.3246,0.4286,0.0,0.0,0.0333,0.0333,0.0333,0.1429,0.0666,0.0,0.0,0.0252,0.0444,0.0666,0.1745,0.1337,0.0,0.0,0.0333,0.0333,0.1429,0.0753,0.0,0.0,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0333,0.0,0.1429,0.0,0.0,0.0222,0.0372,0.0,0.0333,0.0,0.0444,0.0454,0.0333,0.0333,0.0667,0.0,0.1875,0.1429,0.0,0.0,0.0,0.0,0.0,0.0455,0.0
Execution date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No of RCFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No of Action Items,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Number of Bad Actor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoUR,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Production Deferment,0.2222,0.0,0.2541,0.4167,0.0,0.0,0.1429,0.0667,0.0333,0.0,0.0667,0.0,0.0,0.0333,0.0333,0.1429,0.1429,0.0666,0.0,0.0333,0.0,0.0441,0.1429,0.0,0.0333,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0456,0.0333,0.0333,0.0,0.0,0.0666,0.0366,0.0909,0.0,0.0,0.0,0.0,0.0,0.024,0.0
Repair Cost,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0333,0.0,0.0444,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0753,0.0,0.0,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recurrence,0.1429,0.0388,0.0456,0.1667,0.0,0.0,0.4286,0.0,0.0666,0.0,0.1875,0.0678,0.0,0.0333,0.0444,0.3245,0.0387,0.0246,0.0,0.0753,0.0,0.0,0.0,0.0,0.0,0.0333,0.0646,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0269,0.0,0.0,0.0,0.0444,0.0222,0.0444,0.0,0.0333,0.0,0.0258,0.0666,0.0333,0.0333,0.0,0.0,0.0388,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Process Cycle Efficiency (PCE),0.3125,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0444,0.1429,0.0,0.0,0.0753,0.0,0.0,0.0269,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maintenance Interval,0.0667,0.0,0.0,0.1429,0.0,0.0,0.0333,0.0,0.0,0.0,0.0754,0.0,0.0,0.1429,0.0,0.0286,0.0372,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0222,0.0,0.0,0.0333,0.0444,0.0333,0.0,0.0333,0.0444,0.0714,0.0333,0.0,0.0,0.0,0.0444,0.0,0.0303,0.0385
Maintenance Cost,0.1429,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0333,0.0,0.0263,0.0,0.0,0.0,0.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0
Risk Rating,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equipment criticality,0.4286,0.0491,0.0,0.1429,0.0,0.0,0.0333,0.0,0.0667,0.0668,0.024,0.0,0.0,0.0833,0.0666,0.0666,0.0355,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.5333,0.0,0.0,0.0333,0.0279,0.0333,0.0,0.0,0.125,0.0666,0.0333,0.0223,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0388,0.0333
Downtime (Shutdown/Slowdown),0.4286,0.0333,0.0444,0.3086,0.0666,0.0666,0.1429,0.0,0.0,0.1667,0.0455,0.1718,0.0,0.1429,0.0338,0.0444,0.0,0.0991,0.0,0.0666,0.0,0.0444,0.0667,0.0444,0.0,0.0,0.0333,0.1429,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0372,0.0,0.1429,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.125
Utilisation,0.4286,0.0,0.1429,0.5455,0.0,0.0,0.0,0.0666,0.0333,0.1429,0.0403,0.0,0.0,0.0458,0.0367,0.0642,0.0347,0.0372,0.0,0.0,0.0,0.0333,0.1429,0.0333,0.0444,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0753,0.0,0.0666,0.0,0.0,0.0753,0.0267,0.0372,0.1429,0.0,0.0714,0.0333,0.1429,0.0333,0.1429,0.0227,0.0333,0.1429,0.0,0.0,0.0,0.0476,0.0,0.0753,0.0372
Production Efficiency ,0.5462,0.0385,0.5127,0.5772,0.0,0.0,0.0252,0.0333,0.1429,0.4286,0.0753,0.0333,0.1429,0.1429,0.0714,0.4153,0.4286,0.1429,0.0,0.0,0.0,0.0372,0.2041,0.0909,0.0333,0.0333,0.0333,0.1429,0.0333,0.0,0.0444,0.0333,0.0333,0.1429,0.6202,0.0333,0.0444,0.0,0.1429,0.0,0.0,0.0444,0.0333,0.0444,0.1429,0.0,0.0444,0.3125,0.0444,0.0666,0.0333,0.0333,0.1429,0.4286,0.0,0.1429,0.0714,0.1429,0.0333,0.2541,0.0444
