DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Signal Type,0.6532,0.5721,0.639,0.7253,0.588
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Signal Type,0.6532,0.5721,0.639,0.7253,0.588
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Signal Type,0.6532,0.5721,0.639,0.7253,0.588
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Gas Analysed,0.2962,0.4842,0.2649,0.3349,0.6592
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Normal Operating Pressure,0.3977,0.3378,0.3638,0.5256,0.4971
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Actuation Service,0.557,0.3548,0.6228,0.777,0.5967
Design Specification,0.4961,0.3862,0.6934,0.7346,0.4331
Communication Protocol,0.2785,0.2439,0.3892,0.6748,0.2735
Output Signal Type,0.6076,0.3548,0.6228,0.777,0.663
Input Signal Type,0.6461,0.4401,0.7223,0.8261,0.5639
Safety Integrity Level,0.8174,0.6364,0.7398,0.6916,0.5861
Failure Action,0.4384,0.5119,0.5601,0.708,0.5329
Nominal Diameter,0.5164,0.5427,0.6351,0.6672,0.5747
Piping Class,0.1879,0.2925,0.3501,0.5057,0.328
Full Opening Valve,0.3416,0.4558,0.3273,0.4335,0.3833
Fire Safe,0.3727,0.5222,0.3333,0.301,0.3904
Input Signal Range,0.4392,0.3419,0.5455,0.6699,0.4792
Output Signal Range,0.4472,0.2901,0.5,0.6822,0.6181
ATEX Category,0.6086,0.4264,0.4763,0.6389,0.6375
ATEX Explosive Atmosphere,0.5222,0.4066,0.4282,0.5342,0.6154
ATEX Group,0.3443,0.201,0.2887,0.4865,0.5634
Body Material,0.483,0.6447,0.5401,0.5573,0.6776
Explosion Protection Concept,0.497,0.2048,0.523,0.7791,0.3828
Explosion Protection Examination Certificate Number,0.6165,0.4145,0.6893,0.8449,0.5015
Explosion Protection Gas Group,0.3785,0.221,0.4232,0.6623,0.413
Explosion Protection Material Group,0.4679,0.3536,0.5231,0.7335,0.5045
Explosion Protection Notified Body,0.5563,0.3403,0.6812,0.7702,0.4336
Explosion Protection Temperature Class,0.5491,0.3498,0.5302,0.7257,0.6046
Explosion Protection Zone,0.4959,0.2316,0.5175,0.7208,0.3463
Ingress Protection,0.5565,0.2166,0.6222,0.749,0.3947
Inlet Connection Type,0.7377,0.3446,0.7423,0.8936,0.4105
Outlet Connection Type,0.7161,0.2927,0.6805,0.8675,0.4922
Pressure Rating,0.4216,0.2462,0.4125,0.4682,0.483
Seat Design Type,0.7379,0.4308,0.7071,0.681,0.7246
Seat Leakage Class,0.3586,0.4652,0.2227,0.3539,0.6781
Stem Sealing Type,0.723,0.5427,0.6351,0.6672,0.6423
Temperature Rating,0.5943,0.347,0.5695,0.6513,0.6391
Trim Type,0.7348,0.4767,0.7303,0.7253,0.4811
Upper Limit Allowable Pressure,0.3677,0.4652,0.3426,0.4207,0.5617
Upper Limit Operating Mass Flow Rate,0.477,0.4874,0.5333,0.6742,0.6246
Valve Operator Type,0.5237,0.4077,0.3904,0.5639,0.6
Normal Operating Pressure,0.3977,0.3378,0.3638,0.5256,0.4971
Normal Operating Temperature,0.5246,0.3964,0.483,0.648,0.6061
Fluid Name,0.3443,0.603,0.4811,0.417,0.5634
Actuation Service,0.557,0.3548,0.6228,0.777,0.5967
Design Specification,0.4961,0.3862,0.6934,0.7346,0.4331
